"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed"
27,"management","single","university.degree","no","yes","no","cellular","may","mon",115,2,3,1,"success",-18,92893,-462,"1.264",50991
43,"unemployed","married","professional.course","no","no","no","telephone","jun","tue",41,5,999,0,"nonexistent",14,94465,-418,"4.864",52281
34,"blue-collar","single","basic.9y","no","yes","no","cellular","may","tue",483,1,999,1,"failure",-18,92893,-462,"1.291",50991
50,"technician","married","high.school","no","yes","no","cellular","jul","thu",196,2,999,0,"nonexistent",14,93918,-427,"4.968",52281
34,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","wed",256,2,999,0,"nonexistent",11,93994,-364,"4.857",5191
38,"student","single","university.degree","no","unknown","unknown","telephone","jun","tue",23,1,999,0,"nonexistent",14,94465,-418,"4.864",52281
52,"admin.","married","high.school","unknown","yes","no","telephone","may","wed",99,5,999,0,"nonexistent",11,93994,-364,"4.857",5191
37,"admin.","married","university.degree","unknown","no","yes","cellular","aug","thu",156,1,999,0,"nonexistent",14,93444,-361,"4.962",52281
58,"services","divorced","high.school","unknown","yes","no","cellular","may","tue",237,4,999,2,"failure",-18,92893,-462,"1.344",50991
54,"retired","married","basic.4y","unknown","yes","no","telephone","may","wed",421,2,999,0,"nonexistent",11,93994,-364,"4.856",5191
57,"technician","single","professional.course","no","yes","no","cellular","jul","thu",155,5,999,0,"nonexistent",14,93918,-427,"4.968",52281
59,"retired","married","unknown","unknown","no","no","telephone","may","mon",188,1,999,0,"nonexistent",11,93994,-364,"4.857",5191
51,"management","married","basic.4y","no","no","no","cellular","nov","mon",96,2,999,0,"nonexistent",-1,932,-42,"4.191",51958
40,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","tue",86,1,999,0,"nonexistent",14,93918,-427,"4.961",52281
34,"technician","married","high.school","no","no","no","cellular","may","mon",40,1,999,1,"failure",-18,92893,-462,"1.299",50991
33,"management","single","university.degree","no","no","no","cellular","apr","tue",113,3,999,1,"failure",-18,93749,-346,"0.644",50087
37,"admin.","single","university.degree","no","yes","no","cellular","may","tue",414,5,999,0,"nonexistent",-18,92893,-462,"1.344",50991
35,"blue-collar","single","basic.9y","unknown","yes","no","cellular","may","mon",83,2,999,1,"failure",-18,92893,-462,"1.299",50991
42,"admin.","single","high.school","unknown","yes","no","cellular","jul","wed",145,3,999,0,"nonexistent",14,93918,-427,"4.963",52281
29,"technician","single","university.degree","no","yes","yes","cellular","jul","wed",166,1,999,0,"nonexistent",14,93918,-427,"4.963",52281
31,"technician","single","professional.course","unknown","no","yes","telephone","jun","thu",127,1,999,0,"nonexistent",14,94465,-418,"4.961",52281
34,"blue-collar","married","basic.4y","unknown","no","yes","cellular","may","thu",262,1,999,0,"nonexistent",-18,92893,-462,"1.327",50991
53,"retired","married","basic.4y","unknown","yes","no","telephone","may","wed",591,3,999,0,"nonexistent",11,93994,-364,"4.856",5191
41,"blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",434,3,999,1,"failure",-18,92893,-462,"1.327",50991
71,"retired","married","university.degree","no","yes","yes","telephone","apr","mon",89,12,999,0,"nonexistent",-18,93075,-471,"1.392",50991
58,"technician","divorced","university.degree","no","no","no","cellular","may","thu",181,1,999,0,"nonexistent",-18,92893,-462,"1.327",50991
30,"admin.","married","high.school","no","no","no","telephone","may","fri",199,2,999,0,"nonexistent",11,93994,-364,"4.864",5191
31,"admin.","married","university.degree","no","yes","yes","cellular","aug","fri",92,2,999,0,"nonexistent",14,93444,-361,"4.963",52281
55,"retired","married","basic.6y","unknown","yes","yes","cellular","jul","tue",632,2,999,0,"nonexistent",14,93918,-427,"4.962",52281
36,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","thu",517,3,999,0,"nonexistent",14,93918,-427,"4.968",52281
29,"management","married","university.degree","no","no","no","telephone","may","mon",150,5,999,0,"nonexistent",-18,92893,-462,"1.354",50991
52,"housemaid","married","university.degree","no","yes","no","telephone","may","thu",64,1,999,0,"nonexistent",11,93994,-364,"4.855",5191
26,"services","single","high.school","no","no","no","cellular","apr","thu",177,1,1,3,"success",-18,93075,-471,"1.483",50991
34,"admin.","married","university.degree","no","yes","yes","cellular","nov","wed",147,1,999,0,"nonexistent",-1,932,-42,"4.12",51958
35,"admin.","married","university.degree","no","yes","no","cellular","may","fri",348,4,999,0,"nonexistent",-18,92893,-462,"1.313",50991
29,"technician","single","professional.course","no","no","no","cellular","aug","tue",603,2,999,0,"nonexistent",14,93444,-361,"4.966",52281
27,"entrepreneur","single","university.degree","no","no","no","cellular","jun","thu",133,2,999,1,"failure",-29,92963,-408,"1.235",50762
37,"student","single","unknown","no","no","no","cellular","aug","thu",928,1,999,0,"nonexistent",-29,92201,-314,"0.851",50762
34,"admin.","single","university.degree","no","no","no","cellular","aug","mon",177,2,999,0,"nonexistent",14,93444,-361,"4.97",52281
36,"self-employed","single","university.degree","no","yes","no","cellular","nov","mon",69,4,999,1,"failure",-34,92649,-301,"0.722",50175
41,"services","divorced","high.school","no","yes","yes","telephone","jun","mon",273,1,999,0,"nonexistent",14,94465,-418,"4.865",52281
25,"admin.","single","university.degree","no","no","no","cellular","may","wed",114,1,999,0,"nonexistent",-18,92893,-462,"1.27",50991
33,"admin.","divorced","university.degree","no","no","no","cellular","may","tue",140,1,999,0,"nonexistent",-18,92893,-462,"1.266",50991
38,"technician","married","basic.4y","no","no","yes","cellular","apr","fri",244,2,999,0,"nonexistent",-18,93075,-471,"1.405",50991
48,"technician","married","basic.9y","no","no","no","cellular","jul","thu",119,5,999,0,"nonexistent",14,93918,-427,"4.963",52281
37,"services","married","high.school","no","no","no","telephone","may","wed",74,3,999,0,"nonexistent",11,93994,-364,"4.859",5191
30,"admin.","single","university.degree","no","no","no","cellular","aug","wed",263,1,999,0,"nonexistent",14,93444,-361,"4.964",52281
36,"admin.","divorced","high.school","no","yes","no","cellular","may","tue",136,5,999,0,"nonexistent",-18,92893,-462,"1.344",50991
28,"services","married","high.school","unknown","yes","no","telephone","may","wed",322,2,999,0,"nonexistent",11,93994,-364,"4.858",5191
56,"blue-collar","married","unknown","unknown","no","no","cellular","jul","mon",298,1,999,0,"nonexistent",14,93918,-427,"4.96",52281
45,"management","married","professional.course","no","yes","no","cellular","nov","thu",619,3,999,0,"nonexistent",-1,932,-42,"4.076",51958
55,"admin.","married","high.school","no","unknown","unknown","telephone","jun","fri",92,1,999,0,"nonexistent",14,94465,-418,"4.967",52281
38,"admin.","married","high.school","no","yes","yes","cellular","may","tue",373,3,999,0,"nonexistent",-18,92893,-462,"1.291",50991
30,"technician","single","basic.9y","no","no","no","cellular","jun","mon",93,1,12,1,"success",-29,92963,-408,"1.266",50762
45,"admin.","married","high.school","no","no","no","cellular","aug","fri",135,1,999,0,"nonexistent",14,93444,-361,"4.963",52281
32,"admin.","single","university.degree","no","no","no","telephone","nov","wed",125,3,999,0,"nonexistent",-1,932,-42,"4.12",51958
50,"blue-collar","married","basic.4y","unknown","unknown","unknown","telephone","may","fri",193,2,999,0,"nonexistent",11,93994,-364,"4.855",5191
37,"blue-collar","married","basic.6y","no","no","yes","cellular","may","wed",364,4,999,0,"nonexistent",-18,92893,-462,"1.334",50991
38,"technician","single","university.degree","no","no","no","telephone","jun","mon",127,6,999,0,"nonexistent",14,94465,-418,"4.865",52281
42,"housemaid","married","university.degree","no","yes","no","telephone","nov","mon",85,1,999,0,"nonexistent",-1,932,-42,"4.191",51958
46,"admin.","married","professional.course","no","no","no","telephone","may","wed",69,1,999,0,"nonexistent",11,93994,-364,"4.856",5191
33,"admin.","married","university.degree","no","no","no","telephone","may","wed",92,5,999,0,"nonexistent",11,93994,-364,"4.857",5191
43,"management","married","high.school","no","no","yes","telephone","jul","fri",169,1,999,0,"nonexistent",14,93918,-427,"4.959",52281
52,"technician","married","university.degree","no","no","no","cellular","nov","wed",164,1,999,1,"failure",-11,94767,-508,"1.048",49636
47,"admin.","single","university.degree","no","no","no","cellular","jun","wed",78,1,999,0,"nonexistent",-29,92963,-408,"1.26",50762
29,"self-employed","married","university.degree","no","no","no","cellular","mar","wed",74,1,999,0,"nonexistent",-18,92843,-50,"1.663",50991
40,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","fri",215,1,999,0,"nonexistent",11,93994,-364,"4.859",5191
45,"unknown","married","unknown","unknown","no","no","telephone","may","mon",139,6,999,0,"nonexistent",11,93994,-364,"4.857",5191
46,"self-employed","divorced","basic.9y","no","yes","yes","cellular","apr","thu",168,1,999,0,"nonexistent",-18,93075,-471,"1.41",50991
44,"admin.","married","unknown","no","no","no","telephone","may","tue",45,2,999,0,"nonexistent",11,93994,-364,"4.857",5191
35,"admin.","divorced","university.degree","no","no","yes","telephone","may","tue",232,3,999,0,"nonexistent",11,93994,-364,"4.856",5191
49,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","wed",158,1,999,0,"nonexistent",14,94465,-418,"4.959",52281
33,"admin.","divorced","university.degree","no","no","no","telephone","may","wed",325,2,999,0,"nonexistent",11,93994,-364,"4.857",5191
40,"technician","divorced","university.degree","no","no","no","cellular","aug","tue",207,3,999,0,"nonexistent",14,93444,-361,"4.963",52281
24,"self-employed","single","professional.course","no","yes","no","cellular","jul","mon",201,3,999,0,"nonexistent",14,93918,-427,"4.962",52281
44,"management","married","basic.9y","unknown","no","no","telephone","may","wed",282,2,999,0,"nonexistent",11,93994,-364,"4.857",5191
55,"management","married","university.degree","no","yes","no","telephone","jun","tue",22,1,999,0,"nonexistent",14,94465,-418,"4.864",52281
44,"blue-collar","married","basic.4y","unknown","yes","no","cellular","aug","thu",210,1,999,0,"nonexistent",14,93444,-361,"4.963",52281
54,"technician","married","professional.course","no","yes","no","telephone","jul","fri",149,1,999,0,"nonexistent",14,93918,-427,"4.962",52281
47,"blue-collar","single","unknown","no","yes","no","cellular","jul","tue",91,2,999,0,"nonexistent",14,93918,-427,"4.961",52281
31,"technician","single","university.degree","no","yes","yes","cellular","may","tue",69,1,3,1,"success",-18,92893,-462,"1.266",50991
31,"admin.","married","university.degree","no","yes","no","telephone","jul","wed",193,4,999,0,"nonexistent",14,93918,-427,"4.962",52281
32,"admin.","married","basic.9y","no","no","no","telephone","jul","tue",320,3,999,0,"nonexistent",14,93918,-427,"4.962",52281
35,"blue-collar","single","basic.9y","no","yes","no","cellular","may","wed",123,2,999,0,"nonexistent",-18,92893,-462,"1.27",50991
25,"entrepreneur","single","basic.9y","no","no","no","cellular","jul","fri",130,1,999,0,"nonexistent",14,93918,-427,"4.957",52281
26,"student","single","unknown","no","no","no","cellular","sep","thu",81,1,999,1,"failure",-34,92379,-298,"0.809",50175
34,"entrepreneur","married","basic.4y","no","no","no","telephone","jun","thu",26,24,999,0,"nonexistent",14,94465,-418,"4.866",52281
44,"blue-collar","married","basic.9y","no","no","yes","cellular","jul","fri",185,3,999,0,"nonexistent",14,93918,-427,"4.962",52281
34,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",165,1,999,0,"nonexistent",14,93444,-361,"4.965",52281
35,"admin.","single","university.degree","no","no","no","telephone","may","wed",104,1,999,0,"nonexistent",-18,92893,-462,"1.281",50991
31,"management","single","high.school","no","no","no","telephone","may","mon",114,3,999,0,"nonexistent",11,93994,-364,"4.857",5191
43,"blue-collar","single","basic.4y","no","no","no","telephone","may","tue",289,1,999,0,"nonexistent",11,93994,-364,"4.857",5191
31,"admin.","single","high.school","no","no","no","cellular","nov","fri",186,1,999,0,"nonexistent",-1,932,-42,"4.021",51958
37,"technician","married","professional.course","no","no","no","cellular","apr","fri",181,2,999,0,"nonexistent",-18,93075,-471,"1.405",50991
29,"blue-collar","married","high.school","no","yes","yes","cellular","may","tue",145,1,999,1,"failure",-18,92893,-462,"1.291",50991
28,"services","single","high.school","no","no","no","telephone","may","thu",32,2,999,0,"nonexistent",-18,92893,-462,"1.27",50991
32,"admin.","married","university.degree","no","yes","no","cellular","may","thu",62,6,999,1,"failure",-18,92893,-462,"1.327",50991
41,"services","married","basic.9y","no","yes","no","telephone","may","tue",256,1,999,0,"nonexistent",11,93994,-364,"4.856",5191
47,"blue-collar","married","basic.6y","no","yes","no","cellular","aug","tue",373,1,999,0,"nonexistent",14,93444,-361,"4.963",52281
40,"unemployed","married","professional.course","no","no","no","telephone","nov","tue",129,2,999,0,"nonexistent",-1,932,-42,"4.153",51958
22,"admin.","single","high.school","no","yes","no","cellular","jul","fri",64,2,999,0,"nonexistent",14,93918,-427,"4.957",52281
36,"technician","married","university.degree","no","no","no","telephone","may","wed",297,14,999,0,"nonexistent",11,93994,-364,"4.857",5191
56,"admin.","married","university.degree","no","no","no","telephone","jul","fri",55,9,999,0,"nonexistent",14,93918,-427,"4.957",52281
34,"services","married","high.school","no","yes","no","telephone","jul","thu",345,1,999,0,"nonexistent",14,93918,-427,"4.968",52281
52,"housemaid","married","basic.6y","no","yes","no","cellular","aug","tue",112,1,999,0,"nonexistent",14,93444,-361,"4.966",52281
45,"blue-collar","divorced","unknown","unknown","yes","no","telephone","jun","wed",29,2,999,0,"nonexistent",14,94465,-418,"4.962",52281
38,"entrepreneur","married","basic.6y","no","no","yes","telephone","jun","tue",165,2,999,0,"nonexistent",14,94465,-418,"4.864",52281
47,"management","married","university.degree","no","yes","no","cellular","may","thu",127,6,999,0,"nonexistent",-18,92893,-462,"1.327",50991
41,"admin.","single","high.school","no","yes","no","telephone","jun","fri",266,2,999,0,"nonexistent",14,94465,-418,"4.967",52281
48,"technician","married","high.school","no","no","no","telephone","may","fri",700,1,999,0,"nonexistent",11,93994,-364,"4.857",5191
37,"blue-collar","married","basic.6y","unknown","no","no","cellular","jul","wed",244,1,999,0,"nonexistent",14,93918,-427,"4.963",52281
54,"admin.","married","high.school","no","no","no","cellular","aug","wed",28,10,999,0,"nonexistent",14,93444,-361,"4.964",52281
52,"technician","married","high.school","no","no","yes","cellular","aug","wed",109,3,999,0,"nonexistent",14,93444,-361,"4.964",52281
31,"management","married","university.degree","no","no","no","cellular","aug","mon",92,3,999,0,"nonexistent",14,93444,-361,"4.963",52281
28,"blue-collar","single","basic.9y","no","no","no","cellular","jul","thu",72,3,999,0,"nonexistent",14,93918,-427,"4.958",52281
40,"student","single","high.school","no","no","no","cellular","nov","fri",328,6,999,0,"nonexistent",-1,932,-42,"4.021",51958
40,"housemaid","married","basic.4y","unknown","no","no","cellular","jul","fri",504,2,999,0,"nonexistent",14,93918,-427,"4.963",52281
34,"technician","married","professional.course","no","yes","no","cellular","nov","mon",53,2,999,1,"failure",-34,92649,-301,"0.722",50175
53,"admin.","married","high.school","no","no","no","telephone","jun","tue",177,26,999,0,"nonexistent",14,94465,-418,"4.864",52281
58,"management","married","university.degree","unknown","no","no","telephone","may","thu",205,2,999,0,"nonexistent",11,93994,-364,"4.86",5191
26,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","fri",207,1,999,0,"nonexistent",14,93918,-427,"4.957",52281
43,"admin.","married","high.school","no","unknown","unknown","telephone","may","wed",164,2,999,0,"nonexistent",11,93994,-364,"4.858",5191
55,"management","married","university.degree","no","yes","no","cellular","aug","wed",52,2,999,0,"nonexistent",14,93444,-361,"4.964",52281
47,"admin.","single","university.degree","no","yes","yes","telephone","may","fri",139,1,999,0,"nonexistent",11,93994,-364,"4.857",5191
40,"blue-collar","single","basic.9y","no","no","no","telephone","jun","mon",55,2,999,0,"nonexistent",14,94465,-418,"4.96",52281
31,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","wed",325,2,999,0,"nonexistent",14,93918,-427,"4.957",52281
25,"admin.","single","high.school","no","no","no","telephone","jul","mon",184,21,999,0,"nonexistent",14,93918,-427,"4.96",52281
47,"management","married","university.degree","no","yes","yes","cellular","nov","thu",109,4,999,0,"nonexistent",-1,932,-42,"4.076",51958
49,"management","married","university.degree","no","yes","no","telephone","jun","fri",41,1,999,0,"nonexistent",14,94465,-418,"4.959",52281
42,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",78,8,999,0,"nonexistent",14,93444,-361,"4.964",52281
33,"technician","single","professional.course","no","no","yes","cellular","aug","mon",285,5,999,0,"nonexistent",14,93444,-361,"4.963",52281
33,"blue-collar","married","basic.4y","no","no","no","cellular","nov","wed",419,5,999,0,"nonexistent",-1,932,-42,"4.12",51958
60,"management","married","unknown","unknown","no","no","telephone","jun","mon",100,1,999,0,"nonexistent",14,94465,-418,"4.961",52281
54,"blue-collar","married","basic.9y","unknown","yes","no","cellular","aug","mon",140,2,999,0,"nonexistent",14,93444,-361,"4.965",52281
25,"services","single","high.school","no","no","no","cellular","may","thu",566,1,999,1,"failure",-18,92893,-462,"1.266",50991
29,"blue-collar","married","unknown","no","no","no","cellular","jul","mon",251,3,999,0,"nonexistent",14,93918,-427,"4.96",52281
40,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","mon",146,1,999,0,"nonexistent",-1,932,-42,"4.191",51958
30,"services","divorced","high.school","no","yes","no","telephone","jun","fri",56,2,999,0,"nonexistent",14,94465,-418,"4.967",52281
46,"admin.","married","basic.9y","no","no","no","cellular","aug","tue",317,4,999,0,"nonexistent",14,93444,-361,"4.965",52281
40,"admin.","married","high.school","no","no","no","cellular","nov","mon",53,1,999,0,"nonexistent",-1,932,-42,"4.191",51958
33,"unemployed","single","university.degree","no","yes","no","telephone","aug","fri",145,1,999,0,"nonexistent",14,93444,-361,"4.963",52281
33,"admin.","married","university.degree","no","yes","no","cellular","may","fri",101,2,999,3,"failure",-18,93876,-40,"0.699",50087
57,"self-employed","married","basic.4y","no","yes","no","cellular","apr","mon",659,2,999,0,"nonexistent",-18,93075,-471,"1.405",50991
29,"admin.","single","university.degree","unknown","no","no","cellular","aug","fri",140,2,999,0,"nonexistent",14,93444,-361,"4.966",52281
28,"blue-collar","single","high.school","no","no","no","telephone","jun","thu",1017,1,999,0,"nonexistent",14,94465,-418,"4.961",52281
35,"services","married","high.school","unknown","no","no","cellular","may","wed",257,1,999,1,"failure",-18,92893,-462,"1.334",50991
56,"entrepreneur","married","unknown","unknown","yes","no","telephone","may","mon",46,1,999,0,"nonexistent",11,93994,-364,"4.857",5191
55,"admin.","married","university.degree","no","no","yes","telephone","jul","fri",498,2,999,0,"nonexistent",14,93918,-427,"4.963",52281
37,"blue-collar","divorced","professional.course","no","yes","no","cellular","nov","thu",340,1,999,0,"nonexistent",-1,932,-42,"4.076",51958
38,"management","married","university.degree","no","no","no","telephone","jun","fri",197,3,999,0,"nonexistent",14,94465,-418,"4.967",52281
55,"blue-collar","married","basic.4y","unknown","no","no","telephone","jul","thu",385,6,999,0,"nonexistent",14,93918,-427,"4.966",52281
25,"student","single","university.degree","no","yes","no","cellular","apr","thu",92,1,999,1,"failure",-18,93075,-471,"1.365",50991
43,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","wed",20,2,999,0,"nonexistent",-18,92893,-462,"1.281",50991
70,"retired","married","unknown","no","yes","yes","cellular","apr","thu",96,1,999,0,"nonexistent",-18,93075,-471,"1.41",50991
32,"blue-collar","married","basic.6y","no","no","no","telephone","jun","mon",147,2,999,0,"nonexistent",14,94465,-418,"4.96",52281
28,"technician","single","professional.course","no","yes","no","telephone","may","fri",65,13,999,0,"nonexistent",11,93994,-364,"4.864",5191
31,"technician","single","professional.course","no","no","no","cellular","aug","thu",511,1,999,0,"nonexistent",14,93444,-361,"4.963",52281
30,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",1150,1,999,0,"nonexistent",14,93918,-427,"4.957",52281
35,"admin.","single","university.degree","no","yes","yes","cellular","aug","mon",121,1,999,0,"nonexistent",14,93444,-361,"4.965",52281
26,"services","married","basic.9y","no","no","no","telephone","may","tue",43,1,999,0,"nonexistent",-18,92893,-462,"1.291",50991
29,"management","single","basic.9y","no","yes","no","telephone","jul","fri",11,1,999,0,"nonexistent",14,93918,-427,"4.957",52281
37,"housemaid","married","high.school","no","yes","yes","telephone","may","mon",723,1,999,0,"nonexistent",11,93994,-364,"4.858",5191
28,"technician","single","high.school","no","yes","no","cellular","may","mon",134,3,999,1,"failure",-18,92893,-462,"1.354",50991
30,"technician","single","university.degree","unknown","no","no","telephone","jun","tue",722,2,999,0,"nonexistent",14,94465,-418,"4.864",52281
45,"admin.","married","university.degree","no","no","no","telephone","may","mon",351,1,999,0,"nonexistent",11,93994,-364,"4.858",5191
31,"blue-collar","married","basic.6y","no","yes","no","cellular","jul","tue",387,4,999,0,"nonexistent",14,93918,-427,"4.961",52281
51,"housemaid","divorced","high.school","no","yes","yes","cellular","jul","thu",137,1,999,0,"nonexistent",14,93918,-427,"4.962",52281
44,"admin.","single","university.degree","unknown","yes","no","telephone","jun","fri",18,6,999,0,"nonexistent",14,94465,-418,"4.959",52281
34,"admin.","married","university.degree","no","no","no","cellular","may","fri",145,1,999,2,"failure",-18,93876,-40,"0.695",50087
32,"unknown","single","professional.course","no","yes","no","telephone","jul","thu",73,1,999,0,"nonexistent",14,93918,-427,"4.963",52281
32,"management","married","professional.course","unknown","no","no","cellular","jul","mon",565,4,999,0,"nonexistent",14,93918,-427,"4.962",52281
44,"admin.","married","basic.4y","unknown","yes","no","cellular","aug","tue",222,1,999,0,"nonexistent",14,93444,-361,"4.968",52281
51,"technician","married","professional.course","no","no","no","cellular","aug","mon",72,1,999,0,"nonexistent",14,93444,-361,"4.97",52281
53,"blue-collar","married","basic.6y","no","no","no","cellular","jul","wed",86,1,999,0,"nonexistent",14,93918,-427,"4.963",52281
33,"services","married","high.school","unknown","yes","no","telephone","may","mon",337,2,999,0,"nonexistent",11,93994,-364,"4.857",5191
46,"technician","divorced","university.degree","unknown","no","no","cellular","aug","thu",16,18,999,0,"nonexistent",14,93444,-361,"4.962",52281
44,"blue-collar","married","basic.4y","no","yes","no","telephone","may","fri",151,2,999,0,"nonexistent",11,93994,-364,"4.864",5191
28,"self-employed","married","university.degree","no","yes","no","cellular","jul","wed",695,1,999,0,"nonexistent",14,93918,-427,"4.963",52281
54,"housemaid","divorced","basic.4y","no","no","no","telephone","may","mon",382,2,999,0,"nonexistent",11,93994,-364,"4.858",5191
28,"technician","single","professional.course","no","yes","no","telephone","may","wed",185,1,999,1,"failure",-18,92893,-462,"1.281",50991
35,"services","single","high.school","no","no","no","cellular","may","wed",234,3,999,0,"nonexistent",-18,92893,-462,"1.281",50991
41,"management","divorced","basic.6y","no","yes","no","cellular","nov","thu",147,1,999,0,"nonexistent",-1,932,-42,"4.076",51958
48,"entrepreneur","married","university.degree","no","no","no","telephone","may","wed",226,1,999,0,"nonexistent",11,93994,-364,"4.857",5191
45,"admin.","married","university.degree","no","yes","yes","telephone","may","wed",369,1,999,0,"nonexistent",11,93994,-364,"4.858",5191
42,"admin.","married","high.school","no","yes","no","telephone","may","wed",63,1,999,0,"nonexistent",11,93994,-364,"4.858",5191
32,"admin.","single","university.degree","unknown","yes","yes","cellular","aug","wed",43,1,999,0,"nonexistent",14,93444,-361,"4.967",52281
33,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",308,1,999,0,"nonexistent",-18,93075,-471,"1.41",50991
29,"admin.","single","university.degree","no","no","no","telephone","jul","wed",129,6,999,0,"nonexistent",14,93918,-427,"4.957",52281
34,"services","married","professional.course","no","yes","no","cellular","may","mon",72,5,999,0,"nonexistent",-18,92893,-462,"1.354",50991
35,"technician","married","professional.course","no","no","no","cellular","nov","wed",427,3,999,0,"nonexistent",-1,932,-42,"4.12",51958
58,"technician","married","professional.course","no","yes","no","telephone","aug","mon",697,5,999,0,"nonexistent",14,93444,-361,"4.965",52281
53,"self-employed","married","basic.4y","no","yes","yes","cellular","nov","tue",464,2,999,1,"failure",-1,932,-42,"4.153",51958
47,"blue-collar","single","basic.4y","no","yes","no","telephone","may","mon",345,2,999,0,"nonexistent",11,93994,-364,"4.857",5191
58,"entrepreneur","married","basic.4y","no","no","yes","cellular","nov","tue",164,2,999,1,"failure",-1,932,-42,"4.153",51958
40,"entrepreneur","married","university.degree","no","no","no","cellular","jul","wed",94,4,999,0,"nonexistent",14,93918,-427,"4.963",52281
23,"technician","single","high.school","no","yes","no","cellular","may","fri",16,5,999,1,"failure",-18,92893,-462,"1.25",50991
29,"blue-collar","single","basic.9y","no","no","no","cellular","may","wed",364,2,999,1,"failure",-18,92893,-462,"1.281",50991
39,"management","married","university.degree","no","yes","no","telephone","may","wed",51,4,999,0,"nonexistent",11,93994,-364,"4.857",5191
60,"management","married","university.degree","no","yes","no","telephone","may","mon",364,1,999,0,"nonexistent",-18,92893,-462,"1.354",50991
40,"entrepreneur","married","university.degree","no","yes","no","cellular","jul","mon",238,3,999,0,"nonexistent",14,93918,-427,"4.962",52281
56,"retired","married","basic.4y","no","no","no","cellular","nov","tue",79,1,999,0,"nonexistent",-1,932,-42,"4.153",51958
50,"admin.","married","high.school","no","no","no","telephone","nov","mon",117,5,999,0,"nonexistent",-34,92649,-301,"0.722",50175
34,"blue-collar","married","high.school","no","no","no","telephone","may","wed",56,2,999,0,"nonexistent",-18,92893,-462,"1.281",50991
37,"management","married","university.degree","no","yes","no","cellular","apr","mon",198,1,999,0,"nonexistent",-18,93075,-471,"1.405",50991
41,"entrepreneur","married","university.degree","no","yes","no","cellular","may","wed",276,1,12,1,"success",-18,92893,-462,"1.281",50991
26,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","mon",159,2,999,0,"nonexistent",14,93918,-427,"4.96",52281
42,"management","married","university.degree","no","no","no","cellular","nov","mon",93,1,999,0,"nonexistent",-1,932,-42,"4.191",51958
47,"services","divorced","professional.course","no","no","no","cellular","jul","tue",318,1,999,0,"nonexistent",14,93918,-427,"4.961",52281
29,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",173,1,999,0,"nonexistent",14,93444,-361,"4.963",52281
44,"admin.","married","high.school","no","yes","no","telephone","may","wed",378,1,999,0,"nonexistent",11,93994,-364,"4.856",5191
46,"admin.","divorced","university.degree","unknown","yes","no","cellular","jul","thu",89,1,999,0,"nonexistent",14,93918,-427,"4.963",52281
28,"admin.","single","high.school","no","no","no","telephone","jun","fri",22,16,999,0,"nonexistent",14,94465,-418,"4.959",52281
42,"blue-collar","divorced","basic.6y","no","yes","no","telephone","may","mon",503,2,999,0,"nonexistent",11,93994,-364,"4.858",5191
39,"blue-collar","single","basic.4y","unknown","no","no","cellular","jul","fri",541,7,999,0,"nonexistent",14,93918,-427,"4.957",52281
31,"blue-collar","single","high.school","no","no","no","cellular","may","fri",325,1,999,0,"nonexistent",-18,92893,-462,"1.25",50991
29,"technician","divorced","professional.course","unknown","yes","no","cellular","may","fri",14,5,999,1,"failure",-18,92893,-462,"1.313",50991
31,"services","single","basic.9y","no","unknown","unknown","cellular","may","fri",429,1,999,3,"failure",-18,93876,-40,"0.695",50087
48,"housemaid","married","basic.6y","no","no","no","cellular","nov","wed",167,4,999,0,"nonexistent",-1,932,-42,"4.12",51958
42,"entrepreneur","married","high.school","no","yes","no","cellular","jul","mon",100,2,999,0,"nonexistent",14,93918,-427,"4.96",52281
50,"unknown","married","basic.4y","unknown","yes","no","cellular","jul","mon",511,3,999,0,"nonexistent",14,93918,-427,"4.96",52281
24,"blue-collar","single","basic.6y","no","no","no","telephone","jul","wed",115,1,999,0,"nonexistent",14,93918,-427,"4.963",52281
50,"unemployed","married","basic.9y","no","yes","no","telephone","may","fri",1713,1,999,0,"nonexistent",11,93994,-364,"4.855",5191
36,"admin.","married","university.degree","no","yes","no","cellular","may","wed",127,2,999,0,"nonexistent",-18,92893,-462,"1.334",50991
28,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","thu",149,1,999,0,"nonexistent",11,93994,-364,"4.855",5191
